Auteur,Texte,Sentiment,Date,Texte_nettoye
https://uv.bf/retrait-des-puces-telephoniques-afin-de.../,"Retrait des puces téléphoniques afin de bénéficier de la connexion gratuite (Mégas de connexion) – Villes de BOBO DIOULASSO, FADA, GAOUA, KAYA, KOUDOUGOU, OUAHIGOUYA, TENKODOGO et ZINIARE.
Dans le cadre de l’accompagnement des étudiants avec la connexion internet, l’Université Virtuelle du Burkina Faso (UV-BF) met à la disposition de ses étudiants des Cartes SIM ORANGE (puces téléphoniques) dédiées qui seront rechargées à hauteur de 10 Go/mois.
A cet effet, elle invite ses étudiants des villes de BOBO DIOULASSO, FADA, GAOUA, KAYA, KOUDOUGOU, OUAHIGOUYA, TENKODOGO et ZINIARE, dont les noms suivent a se rendre du 19 au 20 Aout 2024, au differents lieux indiqués par ville, pour le retrait de leurs Cartes SIM.
Le lieu de retrait pour chaque ville est précisé sur chaque liste.
La liste des villes de BANFORA et DEDOUGOU seront publiées ultérieurement.
Consulter les listes sur notre site internet : https://uv.bf/retrait-des-puces-telephoniques-afin-de.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,retraire puce tlphonique afin bnficier connexion gratuit mga connexion ville bobo dioulasso fada gaoua kaya koudougou ouahigouyer tenkodogo ziniar cadre laccompagnement tudiant connexion internet luniversit virtuel burkina faso uvbf mettre disposition tudiant carte sim oranger puce tlphonique ddie recharge hauteur gomoi avoir ce effet invit tudier ville bobo dioulasso fada gaoua kaya koudougou ouahigouyer tenkodogo ziniar dont nom suivre avoir rendre aout different lieux indiqu ville retraire leur carte sim lieu retraire chaque ville prci chaque liste liste ville banfora dedougou publie ultrieurement consulter liste site internet universit virtuel burkina faso formation universitaire qualit tout
Université Virtuelle du Burkina Faso - UVBF,"Découvrons Université Virtuelle du Burkina Faso - UVBF 
Les #orientations dans cette université se font au même moment que dans les universités classiques à  t… En voir plus",neutre,01/01/2019,dcouvron universit virtuel burkina faso uvbf ce universit faire mme moment universit classique voir plus
#Rentrée2024,"#Rentrée2024 - UV-BF : Cérémonie de montée des couleurs et journée de salubrité
Ce lundi 7 octobre 2024, à l'Espace Numérique Ouvert (ENO) de Karpala, l'Université Virtuelle du Burkina Faso (UV-BF) a organisé une cérémonie de montée des couleurs suivie d'une activité de  salubrité.
Cette journée symbolique vise à renforcer l'esprit de cohésion au sein de l'UV-BF, à  promouvoir l'engagement patriotique et le civisme. L'UV-BF continue ainsi de s'affirmer comme un cadre de formation universitaire accessible, tout en intégrant les enjeux de développement durable et de responsabilité citoyenne.
À cette occasion, le Président de l'UV-BF, Pr Jean-Marie DIPAMA, a adressé ses encouragements à l'administration et à l'ensemble des membres de la communauté universitaire de l'UV-BF. Il a insisté sur l'importance d'incarner les valeurs de citoyenneté et de responsabilité sociale au quotidien. Selon lui, l'avenir du pays repose sur l'engagement de chaque individu et aucun membre de la communauté ne doit être laissé pour compte.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,uvbf crmonie mont couleur journ salubrit lundi octobr lespace numriqu ouvert eno karpala luniversit virtuel burkina faso uvbf avoir organis crmonie mont couleur suivre dun activit salubrit ce journe symbolique vise renforcer lesprit cohsion sein luvbf promouvoir lengagement patriotique civisme luvbf continuer ainsi saffirmer comme cadre formation universitaire accessible tout intgrer enjeux dveloppement durable responsabilit citoyen ce occasion prsident luvbf pr jeanmarie dipama avoir adres encouragement ladministration lensembl membre communaut universitaire luvbf avoir insist limportance dincarner valeur citoyennet responsabilit social quotidien selon lavenir pays repose lengagement chaque individu aucun membre communaut devoir tre lais compte universit virtuel burkina faso formation universitaire qualit tout
"Organisation des Nations unies pour l'éducation, la science et la culture","𝐒𝐞𝐦𝐚𝐢𝐧𝐞 𝐀𝐟𝐫𝐢𝐜𝐚𝐢𝐧𝐞 𝐝𝐞 𝐥’𝐈𝐧𝐠𝐞́𝐧𝐢𝐞𝐫𝐢𝐞 𝟐𝟎𝟐𝟒 – 𝐫𝐞́𝐜𝐚𝐩𝐢𝐭𝐮𝐥𝐚𝐭𝐢𝐟 𝐝𝐮 𝐩𝐫𝐨𝐠𝐫𝐚𝐦𝐦𝐞 𝐝𝐮 𝐉𝐨𝐮𝐫 𝟐. 
Une journée riche en savoirs et en découvertes.  La suite des conférences.
 Conférence 3 : On the convergence rate of a stable neural Stochastic differential equations with swarm intelligence.
M. Bazie Ywo Josué a présenté les équations différentielles stochastiques et de l’intelligence collective, montrant comment elles révolutionnent l'intelligence artificielle.
Conférence 4 : L'IA au Service de l'Éducation en Afrique : Réinventer l'éducation grâce à l'IA : Nouvelles méthodes d'apprentissage et visions d'avenir
Dr. Rodrique Kafando a montré comment l'Intelligence artificielle transforme les systèmes éducatifs africains, offrant de nouvelles approches d'apprentissage et ouvrant des perspectives prometteuses pour l'avenir de l'éducation sur le continent.
Conférence 5 : La Computer Vision à l'aide de YOLO.
 M. Coulibaly Adama a présenté les puissantes capacités de YOLO (You Only Look Once), une méthode révolutionnaire en Computer Vision.
Workshop : Création de prompts efficaces avec les LLM (Large Language Models)
Animé par M. Kiebré, les participants ont appris à  créer des prompts précis et performants.
Cc Organisation des Nations unies pour l'éducation, la science et la culture Citadel-uvbf Université Virtuelle du Burkina Faso - UVBF ISGE BF - Institut Supérieur de Génie Électrique du Burkina Faso 
#SemaineAfricaineDeLIngénierie #IA #Éducation #ComputerVision #SwarmIntelligence #YOLO #AI #LLM #FormationAI #Innovation #Afrique #UVBF #UNESCO .",positif,01/01/2019,journ riche savoir dcouverte suite confrence confrence the convergence rat of avoir stable neural stochastic differential equation with swarm intelligence bazie ywo josu avoir prsent quation diffrentielle stochastique lintelligence collectif montrer comment lui rvolutionner lintelligence artificiel confrence lier service lducation afrique rinventer lducation grce lier nouveau mthode dapprentissage vision davenir dr rodrique kafando avoir montr comment lintelligence artificiel transforme systme ducatif africain offrir nouveau approche dapprentissag ouvrir perspective prometteur lavenir lducation continent confrence computer vision laid yolo coulibaly adama avoir prsent puissant capacit yolo you only look once mthod rvolutionnaire computer vision workshop cration prompt efficace llm large languag model anim kiebr participant apprendre crer prompt prci performant cc organisation nation unir lducation science culture citadeluvbf universit virtuel burkina faso uvbf isge bf institut suprieur gnie lectriqu burkina faso
Université Virtuelle du Burkina Faso - UVBF,Avec Université Virtuelle du Burkina Faso - UVBF – Je viens d’être reconnu(e) comme l’un(e) de ses super fans !,positif,01/01/2019,universit virtuel burkina faso uvbf vien dtr reconnaître comme lune super fan
#rentréeacadémique,"#rentréeacadémique  des nouveaux bacheliers orientés à l'université virtuelle- UV-BF : Découvrez nos tutoriels de prise en main !
Thème du jour : ""Comment se connecter à la plateforme de formation de l'UV-BF ?""
Cette vidéo vous guidera étape par étape pour effectuer votre première connexion à notre plateforme de formation en ligne. N'oubliez pas de suivre chaque étape pour vous assurer un accès rapide et sécurisé à vos cours.… En voir plus",neutre,01/01/2019,eacademiqu nouveau bachelier orient luniversit virtuel uvbf dcouvrez tutoriel pris main thme jour comment connecter plateform formation luvbf ce vido guidera tap tap effectuer premir connexion plateform formation lign noublier suivre chaque tape assurer acc rapide scuri cours voir plus
Université Virtuelle du Burkina Faso - UVBF,Appel à candidatures pour le 𝗠𝗮𝘀𝘁𝗲𝗿 𝗲𝗻 𝗜𝗻𝘁𝗲𝗹𝗹𝗶𝗴𝗲𝗻𝗰𝗲 𝗮𝗿𝘁𝗶𝗳𝗶𝗰𝗶𝗲𝗹𝗹𝗲 𝗲𝘁 𝗙𝗼𝘂𝗶𝗹𝗹𝗲𝘀 𝗱𝗲 𝗱𝗼𝗻𝗻𝗲́𝗲𝘀 à l' Université Virtuelle du Burkina Faso - UVBF  du 14 août au 15 septembre 2024.,neutre,01/01/2019,appel candidature universit virtuel burkina faso uvbf aot septembre
AUF Burkina Faso,"J'ai eu du plaisir à travailler avec vous chers génies.
Thématique : École et transformation écologique ( Appel de Toulouse)
Merci aux partenaires pour cette opportunité.
AUF Burkina Faso Université Virtuelle du Burkina Faso - UVBF 
#BurkinaFaso,#Algérie #liban #Haïti,#Portugal #Arménie",positif,01/01/2019,jai plaisir travailler cher gnie thmatiqu cole transformation cologiqu appel toulous merci partenaire ce opportunit auf burkina faso universit virtuel burkina faso uvbf
#informatique,"#informatique #OUAGA2000 #UniversitéVirtuelle #uvbf 
Flow informatique regroupant quelques notions d'architecture des ordinateurs, introduction au réseau, système d'exploitation... Pour vous faire apprendre vos leçons ",neutre,01/01/2019,flow informatique regrouper quelque notion darchitecture ordinateur introduction rseau systme dexploitation faire apprendre leon
https://docs.google.com/.../1FAIpQLScKkfF9zYN.../viewform...,"𝐂𝐀𝐌𝐏 𝐃'𝐈𝐍𝐈𝐓𝐈𝐀𝐓𝐈𝐎𝐍 𝐄𝐍 𝐈𝐍𝐅𝐎𝐑𝐌𝐀𝐓𝐈𝐐𝐔𝐄
L'Agence universitaire de la Francophonie (AUF) au Burkina Faso, organise à travers son Campus numérique francophone de nouvelle génération (CNF 5.0),une formation d'initiation en informatique au profil des étudiants en année de licence.
𝗣𝗲́𝗿𝗶𝗼𝗱𝗲 𝗱'𝗶𝗻𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻:  𝗱𝘂 𝟭𝟮 𝗮𝘂 𝟭𝟱 𝗮𝗼𝘂̂𝘁 𝟮𝟬𝟮𝟰
𝗣𝘂𝗯𝗹𝗶𝗰 𝗰𝗶𝗯𝗹𝗲: Etudiants en L1 et L2 des institutions membres ou partenaires de l’AUF au Burkina Faso.
𝗠𝗼𝗱𝘂𝗹𝗲𝘀 :
Architecture et système d'exploitation des micro -ordinateurs;
Saisie de texte;
Traitement de tableur;
Internet et réseaux sociaux. 
𝗟𝗶𝗲𝘂 𝗱𝗲 𝗹𝗮 𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻:  Campus numérique francophone de Ouagadougou sise à l'Université Joseph KI-ZERBO
𝗡𝗼𝗺𝗯𝗿𝗲 𝗱𝗲 𝗽𝗹𝗮𝗰𝗲𝘀 : 𝟮𝟬
𝗣𝗮𝗿𝘁𝗶𝗰𝗶𝗽𝗮𝘁𝗶𝗼𝗻 𝗴𝗿𝗮𝘁𝘂𝗶𝘁 𝗲𝘁 𝗮𝘁𝘁𝗲𝘀𝘁𝗮𝘁𝗶𝗼𝗻 𝗼𝗳𝗳𝗲𝗿𝘁𝗲
Pour s’inscrire, merci de remplir le formulaire ci-dessous 
https://docs.google.com/.../1FAIpQLScKkfF9zYN.../viewform...
𝐍𝐁 : 𝐥𝐞𝐬 𝐜𝐚𝐧𝐝𝐢𝐝𝐚𝐭(𝐞)𝐬 𝐫𝐞𝐭𝐞𝐧𝐮(𝐞)𝐬 𝐬𝐞𝐫𝐨𝐧𝐭 𝐜𝐨𝐧𝐭𝐚𝐜𝐭𝐞́(𝐞)𝐬.
AUF - Afrique de l'Ouest Universite  Norbert  ZONGO Université Libre du Burkina Université Joseph Ki-Zerbo Université Virtuelle du Burkina Faso - UVBF Université Thomas Sankara officiel Université AUBE Nouvelle U Auben ISIG International Institut Supérieur Privé Polytechnique - ISPP Officiel Université Nazi BONI",neutre,01/01/2019,lagence universitaire francophonie auf burkina faso organise travers campus numriqu francophone nouveau gnration cnf formation dinitiation informatique profil tudiant ann licence etudiant institution membre partenaire lauf burkina faso architecture systm dexploitation micro ordinateur saisir texte traitement tableur internet rseal social campus numriqu francophone ouagadougou sis luniversit joseph kizerbo sinscrire merci remplir formulaire cidessou auf afrique louest universite norbert zongo universit libre burkina universit joseph kizerbo universit virtuel burkina faso uvbf universit thomas sankara officiel universit aub nouveau u auben isig international institut suprieur priv polytechnique ispp officiel universit nazi boni
#Rentrée2024,"#Rentrée2024 - UV-BF : Deuxième session d'information Facebook Live pour les nouveaux étudiants !
Nous serons en ligne dans peu, merci de rester connecté !
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,uvbf deuxim session dinformation facebook live nouveau tudiant lign peu merci rester connect universit virtuel burkina faso formation universitaire qualit tout
Université Virtuelle du Burkina Faso - UVBF,"j'ai eu l'honneur d'être convié à un atelier organisé par le Centre d'excellence interdisciplinaire en intelligence artificielle ( CITADEL), à Koudougou, pour explorer comment l'intelligence artificielle peut répondre aux défis actuels. Durant ces deux jours de réflexion intense, enrichis par les présentations d'experts en IA, nous avons acquis des compétences précieuses qui, nous en sommes convaincus, joueront un rôle clé dans le progrès numérique de notre pays. Nous tenons à exprimer notre profonde gratitude à Citadelle pour cette initiative visionnaire, ainsi qu'à tous les partenaires qui ont contribué à faire de cet atelier une véritable réussite. Merci infiniment pour cette opportunité qui marque une étape importante dans notre évolution collective.
Université Virtuelle du Burkina Faso - UVBF",positif,01/01/2019,jai lhonneur dtr convi atelier organis centre dexcellence interdisciplinaire intelligence artificiel citadel koudougou explorer comment lintelligence artificiel pouvoir rpondre dfis actuel durer deux jour rflexion intense enrichi prsentation dexperts ia acquérir comptence prcieuse convaincre jouer rle cl progr numriqu pays tenon exprimer profond gratitud citadelle ce initiative visionnaire ainsi tout partenaire contribu faire ce atelier vritabl russite merci infinimer ce opportunit marqu tape important volution collectif universit virtuel burkina faso uvbf
